0.031332,0.055891,0.058691,0.14088,0.2607,0.19753,0.08132,0.049363,0.045106,0.079182
0.032614,0.05592,0.059903,0.14221,0.26096,0.19294,0.080043,0.050568,0.04473,0.080107
0.033634,0.056075,0.060412,0.14319,0.26177,0.18916,0.078588,0.051414,0.044396,0.08136
0.031332,0.055891,0.058691,0.14088,0.2607,0.19753,0.08132,0.049363,0.045106,0.079182
0.032614,0.05592,0.059903,0.14221,0.26096,0.19294,0.080043,0.050568,0.04473,0.080107
0.033634,0.056075,0.060412,0.14319,0.26177,0.18916,0.078588,0.051414,0.044396,0.08136
0.051071,0.0697,0.067163,0.12168,0.20308,0.16816,0.084741,0.064927,0.064786,0.1047
0.051741,0.068429,0.067186,0.12261,0.19974,0.16845,0.084125,0.065055,0.067488,0.10517
0.04894,0.065834,0.066087,0.12504,0.20692,0.17088,0.083482,0.063251,0.069204,0.10036
0.046497,0.063976,0.066092,0.12726,0.21295,0.17444,0.083745,0.061055,0.067237,0.096751
0.047109,0.064668,0.066103,0.1265,0.21053,0.1751,0.084462,0.061721,0.065365,0.098442
0.051862,0.070937,0.066904,0.12138,0.20233,0.16569,0.085661,0.065788,0.063745,0.1057
0.051591,0.06937,0.066379,0.12183,0.20034,0.16778,0.084526,0.065548,0.068146,0.1045
0.04881,0.066124,0.064941,0.12313,0.20224,0.17139,0.083319,0.064118,0.075379,0.10056
0.046162,0.063874,0.064329,0.12494,0.20597,0.17562,0.08368,0.06228,0.075879,0.097272
0.046396,0.064755,0.063739,0.12382,0.20388,0.1764,0.083991,0.063173,0.075779,0.098067
0.06745,0.075452,0.064945,0.1102,0.16653,0.15099,0.08321,0.073817,0.078758,0.12865
0.065022,0.075411,0.06236,0.10897,0.16389,0.15038,0.08265,0.074421,0.088195,0.12869
0.063141,0.075346,0.060949,0.10903,0.16148,0.15103,0.083303,0.075078,0.091036,0.1296
0.064468,0.077462,0.060556,0.10778,0.15995,0.14925,0.083429,0.076067,0.087644,0.13339
0.072036,0.082474,0.06606,0.10601,0.1631,0.14007,0.082108,0.075149,0.073346,0.13964
0.070782,0.079062,0.064416,0.10683,0.1618,0.14533,0.082615,0.075288,0.078875,0.135
0.066836,0.076266,0.062184,0.10775,0.1616,0.14916,0.082621,0.075068,0.088054,0.13046
0.063081,0.075253,0.060743,0.10886,0.16102,0.1512,0.083268,0.075159,0.09202,0.12939
0.064468,0.077462,0.060556,0.10778,0.15995,0.14925,0.083429,0.076067,0.087644,0.13339
0.072039,0.082462,0.066056,0.106,0.16311,0.14008,0.082106,0.075149,0.073343,0.13965
0.072258,0.080664,0.064261,0.10524,0.15971,0.14275,0.082403,0.075929,0.078885,0.1379
0.071644,0.078482,0.0618,0.10441,0.15561,0.14582,0.082675,0.076757,0.087563,0.13525
0.059356,0.070031,0.04852,0.10023,0.13687,0.16028,0.081554,0.079654,0.14568,0.11782
0.030909,0.061109,0.053717,0.13005,0.24095,0.19479,0.076218,0.054024,0.050934,0.1073
0.030909,0.061109,0.053717,0.13005,0.24095,0.19479,0.076218,0.054024,0.050934,0.1073
0.04743,0.074487,0.056612,0.11585,0.19985,0.1744,0.079255,0.064845,0.0615,0.12577
0.049707,0.071747,0.0622,0.12225,0.20795,0.17479,0.080253,0.062598,0.053605,0.1149
0.033081,0.052426,0.06484,0.1413,0.27977,0.20384,0.074075,0.043425,0.035043,0.072198
0.032616,0.051985,0.064249,0.14162,0.28112,0.20438,0.074057,0.043201,0.034848,0.071927
0.033083,0.05237,0.064771,0.14114,0.27955,0.20414,0.074151,0.043498,0.035068,0.072228
0.02933,0.048868,0.063043,0.14208,0.29655,0.21568,0.070505,0.03834,0.030939,0.064659
0.027216,0.046749,0.061994,0.1427,0.30605,0.22251,0.068341,0.035477,0.02854,0.060429
0.027026,0.047286,0.06226,0.14273,0.30611,0.22248,0.068249,0.035542,0.028443,0.059869
0.031987,0.051092,0.063916,0.14015,0.28427,0.2108,0.073481,0.041103,0.034187,0.069014
0.035058,0.053896,0.064578,0.1368,0.26677,0.20433,0.077253,0.045399,0.041179,0.074737
0.033799,0.052332,0.064682,0.13922,0.27651,0.20653,0.075401,0.042959,0.036293,0.072278
0.036635,0.055256,0.065297,0.13602,0.26248,0.20083,0.077952,0.046753,0.041286,0.077501
0.039406,0.057818,0.066529,0.13486,0.25446,0.1946,0.079343,0.049241,0.041371,0.082374
0.036863,0.051206,0.064629,0.13512,0.28036,0.21522,0.071443,0.041871,0.03349,0.069808
0.036863,0.051206,0.064629,0.13512,0.28036,0.21522,0.071443,0.041871,0.03349,0.069808
0.036863,0.051206,0.064629,0.13512,0.28036,0.21522,0.071443,0.041871,0.03349,0.069808
0.036863,0.051206,0.064629,0.13512,0.28036,0.21522,0.071443,0.041871,0.03349,0.069808
0.03341,0.052619,0.062595,0.13982,0.29091,0.19745,0.07441,0.045108,0.035836,0.067838
0.052204,0.066729,0.070613,0.12161,0.21733,0.18012,0.082697,0.058429,0.051922,0.09835
0.034112,0.05618,0.060189,0.13506,0.28065,0.19154,0.078826,0.046874,0.038795,0.07778
0.034209,0.05634,0.060009,0.13554,0.28125,0.19069,0.078741,0.046736,0.038813,0.077671
0.034437,0.056613,0.060121,0.13494,0.28015,0.19089,0.078927,0.04695,0.038893,0.078083
0.034209,0.05634,0.060009,0.13554,0.28125,0.19069,0.078741,0.046736,0.038813,0.077671
