0.023238,0.055877,0.049139,0.13854,0.26711,0.20513,0.073503,0.047684,0.042674,0.097111
0.022468,0.056649,0.047413,0.13769,0.26173,0.20566,0.073961,0.048776,0.044561,0.1011
0.022823,0.053857,0.048092,0.13822,0.26138,0.1982,0.072594,0.053164,0.052707,0.098956
0.022132,0.058417,0.045191,0.13465,0.25575,0.20518,0.074289,0.050441,0.04649,0.10745
0.023539,0.057517,0.047415,0.13583,0.26044,0.20401,0.074894,0.049879,0.04521,0.10127
0.026464,0.057835,0.051572,0.1367,0.26388,0.19998,0.076834,0.050144,0.04314,0.093442
0.030506,0.061575,0.056707,0.13694,0.25588,0.19005,0.080147,0.053631,0.042867,0.091698
0.024593,0.062596,0.041722,0.1256,0.2253,0.19091,0.071012,0.062312,0.065611,0.13035
0.025862,0.058054,0.049509,0.13518,0.26034,0.20047,0.075556,0.051051,0.045652,0.098318
0.02581,0.059041,0.049817,0.13495,0.25489,0.19847,0.07811,0.052327,0.046051,0.10054
0.025682,0.060375,0.049131,0.13374,0.24668,0.19558,0.079356,0.054749,0.048839,0.10586
0.024831,0.058377,0.046503,0.12863,0.23428,0.19675,0.073945,0.057717,0.064241,0.11472
0.025211,0.057818,0.047086,0.12934,0.23549,0.19642,0.074154,0.05735,0.064261,0.11287
0.024804,0.061103,0.046639,0.13175,0.23654,0.19488,0.080469,0.057953,0.054199,0.11167
0.024942,0.061613,0.046595,0.13155,0.23582,0.19436,0.08085,0.058284,0.053879,0.11211
0.02517,0.056123,0.048517,0.13089,0.24268,0.19858,0.073917,0.055176,0.06297,0.10597
0.026182,0.055646,0.049799,0.13317,0.24387,0.19694,0.07408,0.055079,0.062362,0.10288
0.025798,0.062247,0.046762,0.13076,0.22884,0.19149,0.080823,0.06115,0.059661,0.11246
0.025795,0.065097,0.045684,0.12835,0.22489,0.18986,0.083084,0.063045,0.057827,0.11636
0.026116,0.060914,0.049523,0.13416,0.24966,0.19499,0.074005,0.05374,0.04933,0.10757
0.025217,0.062324,0.047331,0.13251,0.24348,0.19383,0.074132,0.055341,0.05193,0.11391
0.025131,0.062733,0.045221,0.12987,0.23892,0.19562,0.074324,0.056567,0.054146,0.11745
0.02589,0.06225,0.04669,0.13093,0.24356,0.19502,0.074419,0.055672,0.05246,0.11311
0.029755,0.060989,0.053369,0.13404,0.26209,0.1945,0.076293,0.051461,0.043749,0.093752
0.027339,0.064105,0.045915,0.12779,0.23488,0.19269,0.074963,0.058372,0.056322,0.11762
0.028669,0.065771,0.047463,0.12652,0.23512,0.19011,0.077287,0.059321,0.053604,0.11613
0.02974,0.068562,0.04777,0.12477,0.22924,0.18543,0.078875,0.061585,0.05368,0.12035
0.027664,0.064812,0.045535,0.12485,0.21885,0.18596,0.074273,0.063166,0.065338,0.12955
0.027919,0.066957,0.045116,0.12356,0.22298,0.1869,0.077793,0.063561,0.059978,0.12523
0.027424,0.066302,0.044103,0.12294,0.21984,0.18704,0.077634,0.064746,0.063415,0.12655
0.028603,0.058175,0.050433,0.13119,0.23694,0.19146,0.07282,0.058204,0.063543,0.10863
0.02669,0.061284,0.044978,0.12657,0.22471,0.19025,0.075062,0.062953,0.067226,0.12028
0.023106,0.062035,0.037983,0.11923,0.20302,0.19077,0.075517,0.07014,0.086013,0.13219
0.029441,0.057123,0.052292,0.13327,0.24132,0.19137,0.072613,0.057088,0.06333,0.10215
0.02768,0.061138,0.045905,0.12697,0.22107,0.18841,0.075499,0.064149,0.07094,0.11824
0.021667,0.064194,0.034138,0.11437,0.18635,0.18822,0.07609,0.075843,0.098953,0.14018
0.020943,0.053446,0.040116,0.12676,0.22932,0.20305,0.067597,0.058133,0.080637,0.12
0.018435,0.053766,0.034558,0.12179,0.21699,0.20451,0.065938,0.062045,0.091079,0.13088
0.01809,0.053677,0.033449,0.11975,0.21259,0.20474,0.065251,0.063378,0.095504,0.13357
0.020745,0.056102,0.038581,0.1238,0.22497,0.20276,0.069671,0.0601,0.078199,0.12507
0.024559,0.060763,0.044699,0.12753,0.23579,0.19865,0.076017,0.057315,0.056292,0.11839
0.02335,0.062197,0.038165,0.12108,0.21123,0.19022,0.069564,0.064636,0.080103,0.13946
0.022693,0.059095,0.040849,0.12529,0.22624,0.19964,0.073931,0.060172,0.067866,0.12422
0.021532,0.057902,0.039058,0.12443,0.22065,0.20184,0.073805,0.061835,0.073883,0.12507
0.027328,0.059996,0.045594,0.12619,0.21999,0.19023,0.073987,0.062322,0.073007,0.12135
0.024186,0.057976,0.040987,0.12405,0.21436,0.19492,0.072961,0.064034,0.080637,0.12589
0.017808,0.054768,0.031605,0.11872,0.19782,0.20402,0.071852,0.069392,0.10192,0.1321
0.02771,0.057633,0.048077,0.1295,0.22983,0.19171,0.073911,0.059112,0.0706,0.11192
0.027707,0.057623,0.048097,0.12951,0.22989,0.19174,0.073912,0.059096,0.070561,0.11187
0.017529,0.055657,0.02977,0.11451,0.18609,0.19932,0.072728,0.073352,0.11707,0.13398
0.017674,0.051121,0.037392,0.12913,0.23909,0.20839,0.066003,0.056463,0.076623,0.11811
0.016051,0.051155,0.033902,0.12593,0.22948,0.20806,0.065071,0.059226,0.084566,0.12655
0.015676,0.051022,0.032166,0.12263,0.2248,0.20895,0.064505,0.060315,0.091674,0.12827
0.016593,0.051203,0.034103,0.12462,0.23122,0.20755,0.065191,0.058728,0.085972,0.12482
0.022281,0.054894,0.04377,0.13434,0.25877,0.20464,0.071609,0.05176,0.049998,0.10795
0.016853,0.052016,0.033238,0.12074,0.22222,0.20215,0.064991,0.060791,0.098992,0.12801
0.018611,0.055413,0.036768,0.12485,0.23201,0.20436,0.070669,0.058699,0.074414,0.12421
0.019678,0.058983,0.038281,0.12636,0.23195,0.20264,0.07451,0.059173,0.062243,0.12619
0.017911,0.052942,0.034237,0.1183,0.20252,0.19606,0.065784,0.066224,0.11513,0.13088
0.018719,0.055979,0.037119,0.12518,0.22697,0.2047,0.072789,0.061087,0.07394,0.12352
0.018885,0.056671,0.037404,0.12591,0.22883,0.20391,0.073661,0.061037,0.07078,0.12291
0.021291,0.049851,0.042786,0.12757,0.2342,0.20055,0.067183,0.057779,0.092067,0.10673
0.018574,0.050575,0.037274,0.12445,0.22286,0.20436,0.069147,0.062531,0.095709,0.11453
0.016347,0.051525,0.032344,0.12107,0.20892,0.20568,0.070743,0.067576,0.10402,0.12177
0.022588,0.050333,0.045282,0.13079,0.24291,0.19956,0.068338,0.055565,0.082871,0.10176
0.017852,0.049263,0.035264,0.12133,0.21121,0.20247,0.067778,0.065624,0.11318,0.11604
0.013991,0.050257,0.026633,0.11383,0.1822,0.20505,0.069623,0.075128,0.1339,0.12939
0.025087,0.067638,0.035031,0.11412,0.17677,0.18558,0.074883,0.073864,0.096674,0.15036
0.026041,0.069998,0.03427,0.11193,0.16476,0.181,0.076823,0.078158,0.10126,0.15576
0.026837,0.070576,0.035783,0.1134,0.17022,0.1796,0.077046,0.076749,0.095983,0.1538
0.028852,0.073884,0.037752,0.11334,0.17025,0.17565,0.079474,0.076738,0.089879,0.15419
